Mozilla/5.0 (Linux; U; Android 11; SM-T217T Build/RQ3A.210805.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.164 Mobile Safari/537.36 OPR/22.0.2254.113472
Mozilla/5.0 (Linux; U; Android 4.4.2; SM-A415F Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/71.0.3578.99 Mobile Safari/537.36 OPR/22.0.2254.113472
Mozilla/5.0 (Linux; U; Android 8.0.0; GT-P5210 Build/PKQ1.190319.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36 OPR/51.0.2254.150807
Mozilla/5.0 (Linux; U; Android 10; Y21L Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.120 Mobile Safari/537.36 OPR/26.0.2254.117551
Mozilla/5.0 (Linux; U; Android 2.2.2; GT-S6312 Build/PKQ1.190319.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 OPR/37.4.2254.133967
Mozilla/5.0 (Linux; U; Android 3.2; V1814T Build/OPM1.171019.026; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/74.0.3729.11 Mobile Safari/537.36 OPR/47.0.2254.146760
Mozilla/5.0 (Linux; U; Android 2.0.1; SM-N960X Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/74.0.3729.112 Mobile Safari/537.36 OPR/38.1.2254.136033
Mozilla/5.0 (Linux; U; Android 7.1.2; V2143 Build/OPM1.171019.026; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.99 Mobile Safari/537.36 OPR/58.0.2254.58176
Mozilla/5.0 (Linux; U; Android 1.1; SM-A605K Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.164 Mobile Safari/537.36 OPR/37.5.2254.134063
Mozilla/5.0 (Linux; U; Android 2.0; RMX2022 Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/102.0.5005.98  Mobile Safari/537.36 OPR/25.0.2254.116653
Mozilla/5.0 (Linux; U; Android 2.0.1; SM-G950U Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/42.0.2311.111 Mobile Safari/537.36 OPR/58.0.2254.58176
Mozilla/5.0 (Linux; U; Android 8.0.0; SM-T3777 Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/40.0.2214.109 Mobile Safari/537.36 OPR/29.0.2254.120398
Mozilla/5.0 (Linux; U; Android 8.0.0; SM-G530T Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/75.0.3770.143 Mobile Safari/537.36 OPR/65.0.2254.63211
Mozilla/5.0 (Linux; U; Android 2.1; SM-G998N Build/PKQ1.190319.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/63.0.3239.111 Mobile Safari/537.36 OPR/43.1.2254.140112
Mozilla/5.0 (Linux; U; Android 11; SM-N930S Build/OPM1.171019.026; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/90.0.4430.66 Mobile Safari/537.36 OPR/53.2.2254.55976
Mozilla/5.0 (Linux; U; Android 5.1.1; SM-T116 Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/106.0.5249.126 Mobile Safari/537.36 OPR/38.1.2254.136033
Mozilla/5.0 (Linux; U; Android 2.3.5; SM-T677A Build/RQ3A.210805.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.96 Mobile Safari/537.36 OPR/55.0.2254.56695
Mozilla/5.0 (Linux; U; Android 8.0.0; SM-G998T Build/RKQ1.201217.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/98.0.4758.87 Mobile Safari/537.36 OPR/50.0.2254.149182
Mozilla/5.0 (Linux; U; Android 2.3.7; V1732T Build/PKQ1.190319.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.114 Mobile Safari/537.36 OPR/64.0.2254.62635
Mozilla/5.0 (Linux; U; Android 5.0.1; V2045 Build/PKQ1.190319.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/82.0.4085.12 Mobile Safari/537.36 OPR/37.5.2254.134063
Mozilla/5.0 (Linux; U; Android 3.2; SM-G3559 Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.90 Mobile Safari/537.36 OPR/62.0.2254.60430
Mozilla/5.0 (Linux; U; Android 7.0.0; SM-T715C Build/OPM1.171019.026; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.116 Mobile Safari/537.36 OPR/37.1.2254.132401
Mozilla/5.0 (Linux; U; Android 8.1; GT-I777 Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.4664.45 Mobile Safari/537.36 OPR/25.0.2254.116653
Mozilla/5.0 (Linux; U; Android 5.1.1; SM-T280 Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.4606.80 Mobile Safari/537.36 OPR/29.0.2254.120398
Mozilla/5.0 (Linux; U; Android 2.1; M1822 Build/PKQ1.190319.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/106.0.5249.126 Mobile Safari/537.36 OPR/58.0.2254.58245
Mozilla/5.0 (Linux; U; Android 3.1; SM-T807A Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.116 Mobile Safari/537.36 OPR/35.2.2254.129094
Mozilla/5.0 (Linux; U; Android 4.0.4; SM-P355C Build/RQ3A.210805.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.108 Mobile Safari/537.36 OPR/37.3.2254.133321
Mozilla/5.0 (Linux; U; Android 8.0; Vivo 1803 Build/PKQ1.190319.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/103.0.5060.53  Mobile Safari/537.36 OPR/26.0.2254.117421
Mozilla/5.0 (Linux; U; Android 8.0; A51F Build/OPM1.171019.026; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/66.0.3359.82 Mobile Safari/537.36 OPR/38.1.2254.135709
Mozilla/5.0 (Linux; U; Android 2.1; CPH2031 Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/105.0.5195.68  Mobile Safari/537.36 OPR/55.1.2254.56965
Mozilla/5.0 (Linux; U; Android 2.1; SM-A536B Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/93.0.4577.62 Mobile Safari/537.36 OPR/37.5.2254.134063
Mozilla/5.0 (Linux; U; Android 4.0.4; SM-G900H Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/75.0.3770.67 Mobile Safari/537.36 OPR/12.0.1987.97260
Mozilla/5.0 (Linux; U; Android 1.5; SM-P555C Build/RQ3A.210805.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.3865.92 Mobile Safari/537.36 OPR/35.0.2254.127755
Mozilla/5.0 (Linux; U; Android 2.3.6; SM-P615 Build/RQ3A.210805.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/89.0.4389.86 Mobile Safari/537.36 OPR/24.0.2254.115784
Mozilla/5.0 (Linux; U; Android 8.1.0; R815T Build/RKQ1.201217.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/51.0.2704.90 Mobile Safari/537.36 OPR/19.0.2254.108926
Mozilla/5.0 (Linux; U; Android 8.0; SM-G960 Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/99.0.4844.88 Mobile Safari/537.36 OPR/33.0.2254.125672
Mozilla/5.0 (Linux; U; Android 2.3.5; SM-G850F Build/OPM1.171019.026; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/82.0.4062.3beta Mobile Safari/537.36 OPR/62.2.2254.60938
Mozilla/5.0 (Linux; U; Android 1.0; Y51 Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.3987.149 Mobile Safari/537.36 OPR/50.0.2254.148937
Mozilla/5.0 (Linux; U; Android 2.1; SM-G988U Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/63.0.3239.83 Mobile Safari/537.36 OPR/44.1.2254.143214
Mozilla/5.0 (Linux; U; Android 1.1; SM-A500S Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/71.0.3578.98 Mobile Safari/537.36 OPR/62.1.2254.60552
Mozilla/5.0 (Linux; U; Android 7.0; SM-G960W Build/RKQ1.201217.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/76.0.3809.89 Mobile Safari/537.36 OPR/36.2.2254.130496
Mozilla/5.0 (Linux; U; Android 5.1.1; GT-N8013 Build/OPM1.171019.026; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/68.0.3440.85 Mobile Safari/537.36 OPR/63.0.2254.61942
Mozilla/5.0 (Linux; U; Android 3.2.1; V2043 Build/RKQ1.201217.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.50 Mobile Safari/537.36 OPR/26.0.2254.117551
Mozilla/5.0 (Linux; U; Android 4.2.3; SM-J730 Build/RKQ1.201217.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/81.0.4044.111 Mobile Safari/537.36 OPR/53.1.2254.55490
Mozilla/5.0 (Linux; U; Android 4.4; RMX3269 Build/OPM1.171019.026; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/74.0.3702.2 Mobile Safari/537.36 OPR/59.0.2254.59208
Mozilla/5.0 (Linux; U; Android 2.1; SM-G920I Build/PKQ1.190319.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.3396.87 Mobile Safari/537.36 OPR/15.0.2125.101257
Mozilla/5.0 (Linux; U; Android 4.1.2; SM-G965X Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36 OPR/39.1.2254.136743
Mozilla/5.0 (Linux; U; Android 4.3.1; SM-G887F Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.5304.91 Mobile Safari/537.36 OPR/12.0.1987.98155
Mozilla/5.0 (Linux; U; Android 8.0; CPH1605 Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.60 Mobile Safari/537.36 OPR/64.0.2254.62635
Mozilla/5.0 (Linux; U; Android 5.1.1; RMX1945 Build/RQ3A.210805.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/88.0.4324.152 Mobile Safari/537.36 OPR/52.2.2254.54593
Mozilla/5.0 (Linux; U; Android 4.0.2; SM-T835C Build/RKQ1.201217.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.185 Mobile Safari/537.36 OPR/58.0.2254.58176
Mozilla/5.0 (Linux; U; Android 1.0; V2163A Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/90.0.4413.0 Mobile Safari/537.36 OPR/22.0.2254.113472
Mozilla/5.0 (Linux; U; Android 7.0; SM-F707U Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/44.0.2403.633 Mobile Safari/537.36 OPR/37.3.2254.133321
Mozilla/5.0 (Linux; U; Android 2.3; SM-N915V Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/102.0.5005.98  Mobile Safari/537.36 OPR/37.1.2254.132401
Mozilla/5.0 (Linux; U; Android 2.3; RMX2151 Build/OPM1.171019.026; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/55.0.2883.84 Mobile Safari/537.36 OPR/45.0.2254.144855
Mozilla/5.0 (Linux; U; Android 7.1.2; SM-T710X Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.116 Mobile Safari/537.36 OPR/15.0.2125.101257
Mozilla/5.0 (Linux; U; Android 12; SM-G970N Build/PKQ1.190319.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/90.0.4430.210 Mobile Safari/537.36 OPR/13.0.2036.98649
Mozilla/5.0 (Linux; U; Android 8.1; SM-P613 Build/RQ3A.210805.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/102.0.5005.125 Mobile Safari/537.36 OPR/53.1.2254.55382
Mozilla/5.0 (Linux; U; Android 5.0; SM-M205G Build/RKQ1.201217.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.134 Mobile Safari/537.36 OPR/37.4.2254.133967
Mozilla/5.0 (Linux; U; Android 4.3.4; A79K Build/RKQ1.201217.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.4664.92 Mobile Safari/537.36 OPR/50.0.2254.148937
Mozilla/5.0 (Linux; U; Android 2.3.4; CPH1933 Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/18.0.1025314 Mobile Safari/537.36 OPR/55.0.2254.56695
Mozilla/5.0 (Linux; U; Android 2.3.4; SM-T239 Build/OPM1.171019.026; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/89.0.4389.90 Mobile Safari/537.36 OPR/52.1.2254.54298
Mozilla/5.0 (Linux; U; Android 3.1; Y51 Build/RQ3A.210805.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/55.0.2883.91 Mobile Safari/537.36 OPR/25.0.2254.116879
Mozilla/5.0 (Linux; U; Android 4.2.3; V1901A Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/102.0.5005.58  Mobile Safari/537.36 OPR/45.0.2254.144855
Mozilla/5.0 (Linux; U; Android 4.0.3; Vivo 1920 Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/73.0.3683.20 Mobile Safari/537.36 OPR/63.0.2254.61942
Mozilla/5.0 (Linux; U; Android 7.0; RMX2025 Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/18.0.1025308 Mobile Safari/537.36 OPR/24.0.2254.115784
Mozilla/5.0 (Linux; U; Android 4.0; CPH1917 Build/OPM1.171019.026; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/75.0.3770.67 Mobile Safari/537.36 OPR/25.0.2254.116879
Mozilla/5.0 (Linux; U; Android 7.1; SM-E500H Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/98.0.4758.87 Mobile Safari/537.36 OPR/52.2.2254.54593
Mozilla/5.0 (Linux; U; Android 1.5; V2162 Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/90.0.4430.66 Mobile Safari/537.36 OPR/59.0.2254.59208
Mozilla/5.0 (Linux; U; Android 7.0; Vivo 1727 Build/OPM1.171019.026; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/29.0.1547.72 Mobile Safari/537.36 OPR/62.1.2254.60552
Mozilla/5.0 (Linux; U; Android 8.0.0; GT-B9388 Build/RKQ1.201217.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.3987.9 Mobile Safari/537.36 OPR/62.2.2254.60938
Mozilla/5.0 (Linux; U; Android 2.3.6; SM-A750N Build/PKQ1.190319.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.4147.89 Mobile Safari/537.36 OPR/63.0.2254.61942
Mozilla/5.0 (Linux; U; Android 2.2.2; V2134 Build/RQ3A.210805.001.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.96 Mobile Safari/537.36 OPR/43.3.2254.142003
